,Feature,Classifier,ROC AUC,Accuracy,Correlation,Norm Confusion Matrix,Retrieval Calls,In-Accuracy_init_mean,In-Accuracy_bootstrap_mean,In-Accuracy_CI_lower,In-Accuracy_CI_higher,In-Accuracy_std,Mean Tokens_init_mean,Mean Tokens_bootstrap_mean,Mean Tokens_CI_lower,Mean Tokens_CI_higher,Mean Tokens_std,EM_init_mean,EM_bootstrap_mean,EM_CI_lower,EM_CI_higher,EM_std,F1_init_mean,F1_bootstrap_mean,F1_CI_lower,F1_CI_higher,F1_std,Dataset,LLM Call,is_baseline,UC_rate,overconfidence,conservativeness
579,Max Probability,KNN,0.549,0.668,0.093,"[[0.02, 0.298], [0.034, 0.648]]",0.95,0.37,0.369,0.326,0.412,0.022,1466.222,1466.193,1410.751,1518.544,28.147,0.304,0.304,0.264,0.342,0.021,0.396,0.395,0.354,0.433,0.02,2wikimultihopqa,1.95,0,0.946,0.034,0.298
580,Max Probability,MLP,0.557,0.682,0.093,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
581,Max Probability,Decision Tree,0.568,0.674,0.093,"[[0.008, 0.31], [0.016, 0.666]]",0.98,0.37,0.369,0.326,0.412,0.022,1498.706,1499.143,1448.991,1551.018,26.354,0.298,0.298,0.258,0.338,0.02,0.393,0.393,0.354,0.43,0.02,2wikimultihopqa,1.98,0,0.976,0.016,0.31
582,Max Probability,Threshold,0.557,0.678,0.093,"[[0.004, 0.314], [0.008, 0.674]]",0.99,0.372,0.371,0.328,0.414,0.022,1519.302,1519.947,1470.19,1569.093,25.4,0.3,0.3,0.26,0.34,0.02,0.395,0.395,0.356,0.433,0.02,2wikimultihopqa,1.99,0,0.988,0.008,0.314
583,Median Probability,Logistic Regression,0.638,0.682,0.223,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
584,Median Probability,KNN,0.591,0.664,0.223,"[[0.022, 0.296], [0.04, 0.642]]",0.94,0.376,0.376,0.332,0.416,0.022,1457.412,1457.755,1402.866,1514.733,28.074,0.304,0.304,0.266,0.344,0.02,0.394,0.394,0.354,0.431,0.02,2wikimultihopqa,1.94,0,0.938,0.04,0.296
585,Median Probability,MLP,0.638,0.682,0.223,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
586,Median Probability,Decision Tree,0.632,0.666,0.223,"[[0.008, 0.31], [0.024, 0.658]]",0.97,0.376,0.375,0.332,0.418,0.022,1490.33,1490.995,1439.165,1544.378,25.843,0.304,0.304,0.264,0.342,0.02,0.395,0.395,0.357,0.432,0.019,2wikimultihopqa,1.97,0,0.968,0.024,0.31
587,Median Probability,Threshold,0.638,0.68,0.223,"[[0.002, 0.316], [0.004, 0.678]]",0.99,0.376,0.375,0.332,0.418,0.022,1528.094,1528.343,1479.214,1574.91,24.531,0.304,0.304,0.266,0.344,0.02,0.397,0.397,0.356,0.435,0.02,2wikimultihopqa,1.99,0,0.994,0.004,0.316
588,Min Probability,Logistic Regression,0.505,0.682,0.009,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
589,Min Probability,KNN,0.545,0.668,0.009,"[[0.02, 0.298], [0.034, 0.648]]",0.95,0.376,0.376,0.33,0.418,0.022,1468.646,1468.52,1409.213,1522.592,28.13,0.312,0.312,0.27,0.354,0.021,0.401,0.401,0.361,0.443,0.02,2wikimultihopqa,1.95,0,0.946,0.034,0.298
590,Min Probability,MLP,0.495,0.682,0.009,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
591,Min Probability,Decision Tree,0.508,0.674,0.009,"[[0.014, 0.304], [0.022, 0.66]]",0.96,0.376,0.375,0.332,0.418,0.022,1483.196,1483.748,1432.935,1533.644,26.552,0.306,0.306,0.266,0.346,0.021,0.398,0.398,0.358,0.436,0.02,2wikimultihopqa,1.96,0,0.964,0.022,0.304
592,Min Probability,Threshold,0.505,0.682,0.009,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
593,PTrue,Logistic Regression,0.669,0.68,0.273,"[[0.008, 0.31], [0.01, 0.672]]",0.98,0.368,0.367,0.324,0.41,0.022,1509.278,1509.149,1456.43,1560.144,25.562,0.296,0.296,0.256,0.334,0.02,0.39,0.39,0.35,0.427,0.02,2wikimultihopqa,1.98,0,0.982,0.01,0.31
594,PTrue,KNN,0.605,0.656,0.273,"[[0.054, 0.264], [0.08, 0.602]]",0.87,0.372,0.371,0.326,0.414,0.022,1346.344,1346.055,1279.88,1410.526,32.725,0.308,0.307,0.268,0.348,0.021,0.398,0.398,0.355,0.436,0.02,2wikimultihopqa,1.87,0,0.866,0.08,0.264
595,PTrue,MLP,0.669,0.68,0.273,"[[0.01, 0.308], [0.012, 0.67]]",0.98,0.368,0.367,0.324,0.41,0.022,1504.084,1503.933,1450.303,1555.353,25.952,0.298,0.298,0.258,0.336,0.02,0.392,0.391,0.353,0.428,0.02,2wikimultihopqa,1.98,0,0.978,0.012,0.308
596,PTrue,Decision Tree,0.602,0.664,0.273,"[[0.112, 0.206], [0.13, 0.552]]",0.76,0.364,0.363,0.318,0.41,0.022,1167.0,1167.225,1095.684,1238.231,36.322,0.302,0.302,0.262,0.342,0.021,0.396,0.396,0.352,0.436,0.02,2wikimultihopqa,1.76,0,0.758,0.13,0.206
597,PTrue,Threshold,0.669,0.676,0.273,"[[0.052, 0.266], [0.058, 0.624]]",0.89,0.358,0.357,0.314,0.4,0.022,1364.792,1364.363,1302.968,1427.215,32.395,0.292,0.291,0.25,0.332,0.02,0.386,0.386,0.345,0.423,0.02,2wikimultihopqa,1.8900000000000001,0,0.89,0.058,0.266
598,Mean PMI,Logistic Regression,0.563,0.682,-0.102,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
599,Mean PMI,KNN,0.546,0.676,-0.102,"[[0.016, 0.302], [0.022, 0.66]]",0.96,0.382,0.381,0.338,0.422,0.022,1488.504,1488.723,1435.439,1541.303,26.477,0.31,0.31,0.268,0.352,0.021,0.399,0.399,0.359,0.437,0.02,2wikimultihopqa,1.96,0,0.962,0.022,0.302
600,Mean PMI,MLP,0.563,0.682,-0.102,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
601,Mean PMI,Decision Tree,0.553,0.682,-0.102,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
602,Mean PMI,Threshold,0.437,0.68,-0.102,"[[0.0, 0.318], [0.002, 0.68]]",1.0,0.374,0.373,0.33,0.414,0.022,1536.808,1537.177,1489.182,1585.21,24.037,0.302,0.302,0.262,0.342,0.02,0.395,0.395,0.355,0.432,0.02,2wikimultihopqa,2.0,0,0.998,0.002,0.318
603,Mean CPMI,Logistic Regression,0.614,0.682,-0.184,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
604,Mean CPMI,KNN,0.596,0.684,-0.184,"[[0.016, 0.302], [0.014, 0.668]]",0.97,0.368,0.367,0.324,0.408,0.022,1500.382,1500.767,1447.896,1551.751,26.574,0.302,0.302,0.262,0.342,0.02,0.395,0.395,0.355,0.432,0.02,2wikimultihopqa,1.97,0,0.97,0.014,0.302
605,Mean CPMI,MLP,0.614,0.682,-0.184,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
606,Mean CPMI,Decision Tree,0.621,0.68,-0.184,"[[0.008, 0.31], [0.01, 0.672]]",0.98,0.376,0.375,0.332,0.418,0.022,1507.734,1508.01,1457.906,1555.299,24.969,0.302,0.302,0.262,0.342,0.02,0.397,0.397,0.358,0.434,0.02,2wikimultihopqa,1.98,0,0.982,0.01,0.31
607,Mean CPMI,Threshold,0.386,0.682,-0.184,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
608,RenyiNeg,Logistic Regression,0.529,0.682,-0.047,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
609,RenyiNeg,KNN,0.523,0.682,-0.047,"[[0.008, 0.31], [0.008, 0.674]]",0.98,0.37,0.369,0.326,0.41,0.022,1515.184,1515.653,1466.516,1565.488,24.929,0.3,0.3,0.258,0.34,0.02,0.393,0.393,0.353,0.43,0.019,2wikimultihopqa,1.98,0,0.984,0.008,0.31
610,RenyiNeg,MLP,0.529,0.682,-0.047,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
611,RenyiNeg,Decision Tree,0.554,0.688,-0.047,"[[0.008, 0.31], [0.002, 0.68]]",0.99,0.374,0.373,0.33,0.414,0.022,1525.688,1526.158,1478.291,1574.269,24.506,0.302,0.302,0.26,0.34,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,1.99,0,0.99,0.002,0.31
612,RenyiNeg,Threshold,0.471,0.682,-0.047,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
613,FisherRao,Logistic Regression,0.456,0.682,-0.071,"[[0.0, 0.318], [0.0, 0.682]]",1.0,0.374,0.373,0.33,0.414,0.022,1539.182,1539.582,1491.973,1587.556,23.908,0.302,0.302,0.262,0.342,0.02,0.396,0.396,0.355,0.433,0.02,2wikimultihopqa,2.0,0,1.0,0.0,0.318
